StudentID,Gender,Height,Weight,BloodType,PhysicalResult,MonthlyConsumption
76069665,F,1.51,60.91,AB,D,1456.38
96733879,M,1.81,76.13,B,C,1288.53
37666650,M,1.64,47.67,B,C,1360.54
30295725,M,1.63,75.64,AB,A,863.45
91233617,M,1.57,63.12,A,B,1402.1
49258868,F,1.7,67.12,A,C,1041.97
41514066,F,1.59,75.61,O,D,804.46
79976547,F,1.71,62.12,O,B,874.81
33449458,F,1.83,52.78,AB,C,972.57
67865304,M,1.74,41.88,A,C,592.28
63484990,F,1.59,48.8,AB,B,1384.92
58826853,F,1.64,66.12,O,B,438.95
81382598,F,1.52,70.0,O,B,1163.06
40310521,M,1.67,75.21,B,B,1497.03
92633137,M,1.59,51.9,B,B,1304.25
87323055,F,1.61,51.46,B,B,883.87
997618,F,1.72,69.09,B,B,1318.79
33630063,M,1.81,49.98,O,D,1343.35
8355453,F,1.82,49.97,A,C,1243.58
55115558,M,1.66,52.71,B,A,654.99
55006020,M,1.59,58.6,O,A,326.59
60672991,M,1.83,52.4,O,A,415.3
92692127,M,1.73,44.91,B,C,1284.73
6452544,F,1.7,45.04,O,A,1288.0
25560578,M,1.59,62.68,A,A,1162.95
63389181,M,1.88,68.51,A,A,1088.79
64426753,F,1.78,69.11,B,D,620.03
89528261,M,1.89,60.25,AB,C,1234.86
89908608,F,1.61,60.51,AB,B,732.29
51106772,F,1.65,77.35,B,C,802.16
65766258,M,1.76,50.95,A,D,983.49
30328503,M,1.67,57.78,AB,B,1156.7
11982595,F,1.63,49.51,O,D,591.84
40879314,F,1.6,48.79,AB,A,340.07
90690544,F,1.78,73.86,AB,A,1094.17
30644380,F,1.85,62.18,A,A,937.57
43560,F,1.78,66.05,O,B,688.32
29613279,M,1.79,41.31,O,B,1485.77
7716852,M,1.81,74.18,A,A,466.21
65419892,F,1.73,76.54,B,B,844.36
40040017,M,1.81,73.9,B,A,413.89
32224869,M,1.8,73.84,O,A,622.17
70284358,M,1.52,78.71,O,D,823.15
17164231,F,1.83,67.79,A,D,732.57
98274590,F,1.88,51.5,A,C,539.48
67492355,M,1.76,59.92,B,C,522.18
10456989,F,1.54,73.75,O,D,1467.53
59824509,F,1.64,59.27,O,D,1344.0
71305436,F,1.68,62.25,AB,A,409.84
83280503,F,1.61,62.86,O,C,521.19
76859233,M,1.51,44.65,B,B,1002.92
80185443,M,1.81,61.16,A,A,1468.62
90628080,F,1.57,69.81,AB,C,380.29
29911872,F,1.65,61.82,B,B,377.62
137707,F,1.85,60.42,AB,A,1210.66
74249441,M,1.63,41.01,O,A,384.62
13323833,F,1.82,43.04,AB,B,1319.68
19303053,M,1.53,47.35,A,D,1051.57
55399527,F,1.87,75.38,A,B,768.3
666566,F,1.8,55.99,AB,B,1175.32
70876119,F,1.57,45.86,B,B,1495.48
7986549,F,1.77,74.06,B,D,831.89
16348580,M,1.54,63.06,A,D,825.52
1791922,M,1.55,45.97,A,B,1356.79
27900502,F,1.52,74.24,O,C,790.29
92886594,M,1.71,65.16,AB,C,1321.63
52645025,M,1.51,59.3,AB,D,973.51
43291791,F,1.84,45.45,AB,D,436.46
24678980,M,1.8,57.67,A,D,427.22
56660184,M,1.85,71.52,O,A,961.61
5815061,M,1.84,66.37,B,B,1195.29
79540469,M,1.86,57.81,B,D,419.8
23986197,M,1.76,68.79,B,B,741.44
82139992,M,1.78,49.61,AB,A,663.24
1640673,F,1.75,79.63,A,D,987.99
90682460,F,1.81,76.48,AB,A,357.42
50500417,M,1.73,56.6,O,C,826.69
81225257,M,1.75,41.36,AB,B,986.5
33839329,M,1.66,43.1,A,C,517.23
69703032,M,1.82,57.23,A,C,989.94
33374392,M,1.69,73.66,O,C,1263.38
71484442,F,1.73,48.41,B,B,707.13
17090321,M,1.68,51.79,A,A,579.17
99323632,M,1.61,71.54,AB,B,522.78
6501281,F,1.74,59.89,AB,A,752.63
3107906,M,1.65,78.38,AB,C,719.1
10632666,F,1.53,53.66,AB,B,864.86
90523852,M,1.62,55.27,B,B,810.03
29035480,F,1.65,54.76,A,A,1239.09
45820654,M,1.58,43.88,AB,A,317.09
73142300,F,1.7,50.62,A,B,1322.57
30036203,F,1.59,68.12,A,B,891.71
94577565,F,1.63,58.18,AB,A,1090.81
70955339,M,1.66,47.24,O,C,1185.82
31878305,F,1.89,56.16,B,C,386.41
92605955,M,1.61,74.68,O,D,1368.93
77834480,M,1.84,59.61,B,B,486.63
94183563,F,1.86,60.31,AB,D,702.02
66365443,M,1.89,64.01,A,D,522.96
99354254,F,1.52,74.47,O,D,604.51
25203356,M,1.51,50.5,O,A,1006.95
4334587,M,1.56,76.14,AB,C,514.44
10421773,F,1.65,51.86,B,C,1143.75
97227465,M,1.62,40.06,O,C,873.27
46167144,M,1.52,43.01,B,D,576.54
35725594,F,1.69,67.62,B,C,413.87
73670324,F,1.71,59.28,AB,B,1116.52
63594169,F,1.52,75.41,A,A,652.61
67221832,F,1.73,78.09,A,B,1129.48
16149646,F,1.51,53.59,B,C,415.96
71052493,F,1.82,56.9,AB,B,1086.58
25170973,F,1.52,64.66,B,D,411.17
17228896,M,1.77,54.36,A,C,1162.25
68959941,M,1.75,64.79,B,A,1076.42
47865122,F,1.54,56.16,AB,A,922.9
20309946,F,1.68,53.17,A,C,908.9
80906481,F,1.74,70.19,AB,C,1127.84
75065654,M,1.66,46.22,O,A,467.95
64684340,M,1.64,59.49,A,C,553.88
23017929,M,1.86,50.82,A,D,1054.92
37910325,F,1.52,56.5,B,C,832.62
56814035,F,1.85,61.09,O,D,484.91
1419315,F,1.88,47.61,A,D,666.05
51567548,F,1.73,48.2,AB,C,380.98
32375024,F,1.64,79.77,O,B,314.57
3454316,M,1.73,78.62,B,C,349.67
80477923,F,1.77,50.07,AB,C,842.98
47984124,F,1.69,60.24,A,A,756.96
29153497,F,1.76,64.8,AB,C,1257.72
53676569,F,1.66,78.24,O,B,1110.55
96546078,M,1.78,70.89,O,D,1449.42
22838468,F,1.73,57.31,A,D,1194.18
96953639,M,1.64,66.31,A,B,1194.61
7529380,F,1.68,51.06,A,A,810.79
66841260,F,1.81,70.57,B,D,660.32
11457526,M,1.88,42.1,A,C,707.27
71140920,F,1.78,60.88,A,C,920.2
37082142,M,1.67,51.11,B,C,619.23
6190308,M,1.56,70.85,AB,C,824.26
53933512,M,1.8,40.12,O,C,782.43
53786986,M,1.69,77.08,O,C,489.15
36320472,F,1.51,50.56,B,B,1039.94
31346984,M,1.73,73.31,A,D,1381.96
90883382,F,1.51,63.38,O,A,1130.74
48341142,M,1.65,50.66,A,A,662.65
5314501,F,1.58,63.73,AB,B,1085.48
76273884,M,1.89,46.61,AB,B,873.56
34911620,F,1.55,54.64,B,D,1234.31
60092153,F,1.82,42.45,AB,C,338.63
74561845,F,1.77,48.11,AB,A,1301.92
31427050,F,1.52,72.47,AB,B,1171.03
36796517,F,1.54,76.99,O,C,471.65
99969569,M,1.67,72.73,B,B,1405.99
58743262,M,1.85,44.0,O,C,1099.09
31965096,F,1.52,58.78,O,C,600.88
16872080,F,1.89,48.94,B,C,1239.05
55396129,M,1.75,77.91,AB,A,945.94
36737216,M,1.86,73.89,B,A,1475.74
723842,F,1.73,74.3,AB,C,496.51
44390054,M,1.67,52.07,AB,B,1418.8
44399220,M,1.67,61.19,O,B,1064.1
26455055,F,1.66,65.5,B,B,758.04
78652348,M,1.59,47.34,O,A,1176.5
33066070,M,1.69,58.99,O,C,323.37
22639749,F,1.51,73.61,B,D,1378.24
88895951,M,1.8,71.37,A,D,961.52
17392611,F,1.89,63.0,A,C,1287.47
9937649,M,1.75,50.02,O,A,599.7
15743118,F,1.69,76.78,AB,C,745.68
16398086,F,1.87,67.62,B,B,881.08
67536130,F,1.71,75.09,B,C,1111.26
89447182,F,1.61,41.07,O,A,746.78
80531399,F,1.76,65.91,AB,A,1365.63
77622309,F,1.53,76.53,B,B,751.47
76700307,F,1.74,62.93,B,C,643.21
83490716,F,1.61,59.34,B,B,1420.18
93846866,F,1.87,79.38,AB,D,619.54
66551978,F,1.54,71.91,AB,B,1224.64
62442155,M,1.52,57.6,O,B,691.71
34653755,F,1.59,73.93,B,C,534.68
86988512,M,1.81,49.41,O,A,609.1
18604873,M,1.7,73.45,B,D,535.49
88426400,F,1.78,78.82,A,D,636.31
70344482,M,1.89,45.66,A,C,766.81
64439205,M,1.56,55.45,A,B,326.89
18703962,F,1.53,73.94,B,D,861.17
29450127,M,1.71,43.93,AB,B,337.45
50414480,F,1.72,64.25,A,A,737.26
3470632,F,1.71,69.95,O,D,810.49
12152167,F,1.79,43.14,A,C,573.14
51548538,F,1.79,42.09,A,D,832.97
66679999,M,1.76,58.06,AB,C,807.87
39323052,M,1.66,68.76,AB,C,707.64
88091513,F,1.87,66.08,AB,C,1434.42
27923306,F,1.71,43.75,B,B,1222.14
28377219,M,1.51,54.25,B,D,886.19
32876296,F,1.51,40.68,AB,C,763.09
88460693,M,1.56,72.38,O,A,475.13
99966729,M,1.78,40.46,O,A,889.14
42933857,F,1.67,49.13,B,A,1082.75
72265651,M,1.54,53.11,B,B,1354.6
5334760,M,1.84,55.6,AB,C,1499.0
14017044,F,1.78,42.67,A,C,1139.02
67754582,F,1.55,46.56,AB,A,1158.47
74776804,M,1.5,78.86,O,A,765.28
94331845,F,1.55,64.3,B,D,464.78
37636434,M,1.55,68.05,O,C,516.23
16306767,M,1.56,42.83,AB,B,816.63
61628990,F,1.72,74.15,B,C,1364.84
41251275,F,1.61,59.67,A,C,1127.74
22230257,F,1.74,48.01,B,C,1231.21
66264317,M,1.86,67.79,B,B,738.66
17133305,M,1.66,48.91,AB,B,945.37
12923031,M,1.61,40.41,A,A,1317.34
54348247,M,1.83,48.86,AB,B,1200.93
81274111,F,1.84,50.66,A,D,1034.36
22382828,M,1.56,77.33,AB,B,1135.91
6042775,F,1.88,51.74,A,D,398.54
99266871,F,1.69,76.6,O,A,702.79
8998221,F,1.74,41.09,A,A,1451.68
52792208,F,1.71,72.78,A,A,468.46
80248730,M,1.59,56.45,AB,B,927.11
94553814,M,1.72,52.02,AB,B,1494.81
38348123,M,1.75,71.92,O,B,629.46
42179195,M,1.74,48.28,O,C,314.7
65819233,M,1.88,41.56,B,B,724.94
49333668,F,1.63,52.34,B,C,650.19
58150138,F,1.83,46.86,O,C,1413.92
19448754,M,1.68,75.67,A,C,1361.51
10607645,F,1.65,64.53,B,A,466.71
22518137,M,1.69,63.4,B,C,455.91
31629189,F,1.51,48.11,A,C,1169.22
55403310,M,1.59,64.7,O,B,705.92
95014186,F,1.79,69.87,B,B,1198.23
8557931,F,1.63,48.54,O,D,1419.69
57754927,M,1.52,53.3,AB,D,352.36
88317563,M,1.88,68.77,B,D,871.43
44959922,F,1.55,43.51,O,B,1119.06
19404767,F,1.73,40.55,O,B,668.97
43374053,F,1.54,56.95,AB,B,748.73
54331296,F,1.86,66.95,A,C,474.92
76318748,M,1.88,47.73,AB,C,634.16
61693630,M,1.56,40.52,O,B,1293.81
34741448,M,1.88,48.74,O,C,351.1
7213660,M,1.75,51.57,AB,D,343.05
86706538,F,1.56,67.34,AB,B,1104.88
19953020,M,1.75,45.49,AB,A,472.92
91364213,F,1.75,59.57,A,D,1307.71
62925043,M,1.74,56.65,A,A,650.07
59012398,M,1.7,54.27,B,A,508.36
12327560,F,1.85,47.49,A,C,698.63
34802308,F,1.7,49.42,B,B,441.32
47510914,F,1.69,59.22,B,B,368.84
82115873,F,1.55,48.23,AB,C,443.42
29805425,M,1.87,76.16,B,B,1297.93
6852218,M,1.82,41.36,AB,B,321.35
5198207,F,1.53,44.94,O,C,689.97
80443635,F,1.83,74.3,A,A,800.02
25325706,F,1.77,57.62,O,C,1177.79
308696,F,1.58,50.11,AB,B,489.25
32390225,F,1.61,65.76,AB,C,601.77
58830059,F,1.79,51.55,A,A,759.98
40322661,F,1.7,61.14,O,D,536.89
62045488,F,1.54,46.77,O,A,430.66
59064728,M,1.85,63.15,AB,B,1345.82
54972464,F,1.76,50.53,O,A,628.69
12085306,M,1.83,58.74,AB,B,1157.73
99665583,M,1.84,46.02,B,A,596.54
49055564,F,1.77,69.11,AB,B,1305.99
56426149,M,1.81,52.58,O,D,388.86
60896709,F,1.53,69.58,B,C,825.95
35217178,F,1.55,76.13,A,B,807.82
3731522,M,1.62,51.1,AB,D,1320.7
82927964,F,1.6,42.56,AB,C,1427.68
97251227,F,1.51,61.49,O,A,410.12
63747737,M,1.73,79.23,B,B,1300.46
62804500,F,1.51,71.19,AB,D,1274.94
57426545,M,1.61,55.69,B,A,658.66
48298521,F,1.74,75.03,O,B,1352.75
42065996,M,1.67,60.87,AB,D,504.75
30923722,F,1.78,57.22,O,B,603.34
49243265,F,1.78,57.23,A,D,818.82
63641246,F,1.76,54.19,AB,C,1479.06
87750316,M,1.82,48.28,A,B,1182.89
24092991,M,1.82,58.04,B,D,742.86
94321133,F,1.83,68.56,O,A,1024.88
23683017,F,1.79,69.32,B,A,1336.54
79890268,M,1.58,59.0,B,D,460.94
8125806,F,1.67,69.76,AB,B,1263.1
99183194,M,1.54,55.36,A,D,932.85
58104392,F,1.59,54.57,O,C,395.32
86361827,F,1.89,41.51,AB,D,310.8
52974840,F,1.69,43.65,A,A,766.69
45686316,F,1.5,51.02,A,B,1018.38
65952284,M,1.58,76.23,AB,B,570.84
27090497,F,1.74,66.27,O,B,569.01
36597103,F,1.5,49.16,A,C,1241.58
21278425,M,1.55,54.04,AB,C,1013.33
61588390,M,1.74,42.86,B,B,1345.86
53207462,F,1.54,56.39,A,C,1339.41
5963780,M,1.64,59.96,AB,D,1091.24
82957356,F,1.73,50.52,A,A,676.2
15084812,M,1.66,54.36,AB,B,593.68
70599041,F,1.61,56.93,AB,C,1155.29
89133138,M,1.75,60.38,B,C,594.79
17211103,M,1.5,58.02,B,D,578.44
71421364,M,1.76,53.93,O,D,1358.09
59859790,M,1.77,76.19,A,A,320.35
40604794,M,1.56,79.44,AB,C,302.41
70847067,M,1.74,62.11,A,D,892.4
43704866,M,1.61,57.78,O,C,337.24
9109156,M,1.76,59.44,AB,B,1080.1
60821400,M,1.52,78.46,B,B,705.87
21695077,M,1.85,77.3,B,A,1124.82
18656998,F,1.76,78.25,AB,B,1168.71
18028070,M,1.73,72.81,B,B,816.14
60422475,M,1.86,49.01,A,A,351.27
98299510,M,1.75,77.94,B,B,1040.71
21415580,F,1.62,40.04,A,A,1307.91
36893503,F,1.62,41.28,O,A,609.9
76292705,F,1.73,49.63,B,C,706.69
37103340,M,1.79,58.76,B,D,678.89
12765574,M,1.68,58.61,A,D,910.92
92729832,M,1.82,54.6,A,A,1385.1
73900827,F,1.62,59.48,AB,C,1421.28
16967326,M,1.69,45.12,A,B,1139.03
15748603,M,1.69,76.74,B,B,1319.9
96118071,M,1.83,51.6,A,A,893.97
68678725,F,1.84,49.46,AB,B,799.67
46846070,F,1.57,65.15,O,D,1483.18
33592792,F,1.63,63.41,A,A,1297.88
96072663,F,1.64,46.97,O,B,1340.86
9043693,F,1.81,63.7,O,C,1383.17
66410326,F,1.77,41.74,O,B,850.14
77363868,M,1.67,41.28,A,A,335.28
18012166,M,1.62,46.68,A,B,1076.9
71153894,F,1.54,69.42,AB,B,1374.89
13894699,F,1.5,64.55,O,C,598.45
4419371,F,1.55,78.49,B,B,943.06
3106933,F,1.63,47.74,AB,C,504.54
18165108,M,1.51,70.73,A,A,450.54
76430040,M,1.9,47.43,B,D,1283.83
66404100,M,1.7,67.04,A,D,792.16
87195986,M,1.7,54.77,A,D,676.62
76879843,F,1.63,62.14,A,C,437.68
36734510,F,1.51,66.26,AB,A,1129.32
60854724,M,1.59,55.43,B,C,402.3
73003958,F,1.87,79.92,B,D,578.51
17569413,M,1.52,69.83,B,C,1420.35
81470078,F,1.64,49.23,AB,D,718.3
34061535,F,1.72,60.33,B,C,312.02
61937113,M,1.67,60.85,B,B,963.85
55750383,M,1.73,79.11,B,C,1260.59
7287714,F,1.83,73.14,B,D,1396.49
57292414,F,1.74,43.09,B,C,1242.12
91238812,M,1.67,71.74,A,D,952.63
11836406,F,1.66,74.46,AB,B,1133.43
42785482,F,1.56,52.1,B,A,1211.75
76343981,M,1.77,45.26,A,B,955.03
7122144,F,1.58,47.02,AB,D,1226.16
60328718,M,1.54,49.91,AB,C,1248.96
70499565,F,1.52,62.22,AB,A,855.2
6506591,F,1.71,75.14,O,C,1418.97
4697398,M,1.79,45.7,O,C,756.35
2091352,M,1.73,71.97,AB,C,1450.83
74482218,M,1.74,72.21,A,A,698.61
47515738,M,1.7,48.44,AB,D,326.24
49243618,M,1.78,75.35,A,A,339.61
61002556,M,1.51,68.17,B,D,1189.5
55681281,F,1.82,40.01,A,C,1474.43
25787475,F,1.81,74.97,B,B,1092.87
64811364,F,1.88,57.85,AB,B,937.64
72531796,F,1.79,62.71,A,C,552.74
94393299,M,1.87,57.97,O,A,1067.2
73282324,M,1.55,49.26,A,C,1470.76
92870282,F,1.72,79.08,O,A,1367.39
42691336,F,1.57,41.69,B,B,802.04
60020896,F,1.89,65.54,AB,A,937.95
75393637,M,1.68,40.61,AB,C,1495.21
41532742,F,1.75,44.83,A,D,1330.14
45830611,F,1.6,59.8,A,C,589.86
73642814,F,1.54,41.01,O,C,764.15
37602699,F,1.69,73.27,O,D,1295.82
89227846,F,1.75,66.17,A,B,1438.31
7346850,M,1.68,48.14,O,A,654.79
53527551,F,1.7,62.79,B,D,1424.24
72558449,M,1.66,56.23,AB,B,1481.3
53539419,M,1.86,79.43,A,B,1155.88
88798404,M,1.82,69.44,AB,B,890.38
19550193,M,1.69,61.26,AB,C,582.63
39382574,F,1.78,70.0,B,C,790.43
70477201,M,1.5,52.85,O,A,449.25
60296731,F,1.72,62.25,B,B,836.64
52945390,M,1.88,48.85,A,C,1214.32
33498688,M,1.89,73.02,O,D,658.69
2030500,M,1.51,42.75,O,D,1294.52
32135724,M,1.8,79.86,AB,C,380.18
305391,M,1.72,70.69,O,D,1085.3
82391428,M,1.7,67.36,AB,C,650.03
56730618,M,1.83,47.08,A,D,1355.66
48151533,M,1.72,45.04,A,B,419.37
63488628,F,1.56,78.36,AB,A,1146.05
63382338,F,1.9,50.64,A,B,663.03
4025424,M,1.56,44.63,AB,C,921.08
75448496,M,1.54,46.72,O,B,639.44
96512764,M,1.86,64.68,A,B,513.73
5448387,M,1.56,43.06,B,A,1395.25
57833780,F,1.57,44.16,O,B,935.22
55671044,F,1.61,43.02,A,D,954.95
57374792,M,1.65,54.13,B,C,963.13
52191733,F,1.89,62.28,O,B,1408.78
87126294,M,1.57,78.75,O,C,557.42
57089829,F,1.5,52.38,AB,A,1420.56
3778932,M,1.86,73.02,O,D,1327.13
96952777,F,1.86,40.23,O,C,1344.4
91937907,M,1.81,55.69,A,D,902.18
88878671,M,1.8,45.74,A,C,806.32
86268719,F,1.72,54.28,A,B,1134.28
54926575,M,1.68,60.28,O,C,442.54
14578059,M,1.57,76.38,AB,C,836.51
14195932,F,1.82,41.82,B,A,1442.06
30366203,M,1.73,63.62,AB,C,1466.28
11513151,F,1.57,52.82,AB,B,956.42
3866252,M,1.8,50.23,AB,B,642.22
13759920,F,1.56,50.87,O,B,438.46
83387907,M,1.89,76.43,A,D,1109.04
36232201,M,1.81,63.14,O,C,1478.38
74393240,F,1.54,67.48,B,A,1282.17
67974033,F,1.61,67.85,A,D,1118.1
11051466,M,1.83,53.96,AB,A,984.91
52652902,F,1.58,69.75,AB,B,1098.0
89327727,F,1.79,45.94,O,D,1147.38
82027557,F,1.66,41.68,B,B,425.45
44760817,M,1.82,59.21,A,A,310.53
60820722,F,1.53,42.3,O,B,1050.1
70280267,F,1.52,49.07,AB,A,774.71
77425901,M,1.86,40.25,A,D,1054.01
23662973,F,1.55,49.18,A,A,498.24
43573163,M,1.66,60.27,AB,D,486.51
48540989,M,1.53,41.0,A,A,1107.09
67931332,M,1.83,52.03,B,C,444.89
11408051,M,1.68,58.65,A,B,329.47
45565270,F,1.6,54.96,A,A,1169.52
29865918,F,1.89,57.39,B,B,346.42
3192184,M,1.76,56.34,AB,B,1410.82
90259920,M,1.77,55.5,O,C,959.79
42291271,F,1.72,79.94,A,C,302.85
99463499,F,1.67,55.46,O,B,1110.24
95849241,M,1.88,67.94,B,C,1182.91
93686560,M,1.61,45.24,A,D,687.94
73407980,F,1.6,41.21,O,C,1305.84
21210069,M,1.5,43.89,B,D,919.18
99214075,F,1.68,51.51,B,C,528.57
43265641,M,1.75,77.19,O,A,1307.99
52498299,F,1.81,43.49,AB,D,1156.78
8280233,M,1.81,70.9,AB,C,623.43
59628459,F,1.51,56.42,B,D,1379.22
45993198,M,1.84,53.36,AB,B,523.15
54696250,M,1.7,78.56,A,C,1356.9
41859609,M,1.74,50.08,O,A,1444.0
60997068,M,1.72,69.89,O,A,1047.42
20290081,F,1.54,64.24,A,D,742.08
68487762,F,1.83,46.86,B,C,436.15
73053184,F,1.73,56.12,AB,B,481.65
56597779,M,1.87,71.07,B,C,367.65
9638474,F,1.77,44.38,AB,C,1386.72
84986971,M,1.83,51.13,O,A,752.58
53315077,F,1.62,42.42,B,C,1471.35
50148680,F,1.58,45.04,A,B,1450.25
41142449,F,1.88,79.55,B,B,882.53
21776490,M,1.72,75.86,A,A,450.95
10767013,F,1.86,65.93,O,B,627.94
96636332,F,1.64,79.39,O,B,772.75
44874595,F,1.62,75.67,B,B,1133.91
76046078,M,1.72,59.22,O,D,1395.74
53298369,M,1.53,46.97,O,C,850.68
45331246,M,1.61,61.99,B,A,1485.69
63545660,F,1.51,40.62,A,A,613.14
12530161,M,1.9,75.65,A,C,1388.61
59135282,F,1.89,69.14,O,A,448.75
16634390,M,1.55,51.96,O,D,1336.88
29692925,M,1.54,64.25,AB,A,914.39
20581712,F,1.89,79.56,AB,B,1113.82
704339,M,1.85,70.34,B,B,1405.17
5042332,F,1.51,55.91,O,B,757.31
97424555,F,1.8,65.07,AB,B,1369.41
32350622,F,1.81,70.92,B,C,1134.6
20871968,F,1.89,72.55,B,A,600.28
62206196,M,1.6,55.42,A,A,439.48
88979465,M,1.89,53.05,A,B,1048.98
58233495,M,1.7,48.34,AB,A,884.33
69775880,M,1.66,49.76,AB,B,553.97
38271810,M,1.52,61.81,B,B,438.43
28262273,F,1.64,61.38,B,B,828.84
3603,F,1.89,76.82,A,B,826.62
56736821,F,1.78,58.21,AB,B,1370.77
19253556,M,1.67,58.89,AB,A,485.84
34123101,F,1.7,79.13,O,B,512.05
35331298,F,1.78,55.01,A,D,1482.01
96536959,F,1.63,43.68,B,B,457.92
31015101,M,1.64,66.98,B,C,370.52
65137818,F,1.62,52.17,B,A,1164.65
14875544,M,1.64,65.61,AB,D,930.66
42295821,F,1.79,62.87,B,B,811.42
80547407,M,1.63,53.86,A,B,578.15
97058450,M,1.65,54.21,O,D,1255.03
67120178,M,1.52,55.2,AB,C,1296.48
20281421,F,1.8,65.64,A,D,435.45
19833248,F,1.51,67.9,B,D,1023.77
67068918,M,1.68,49.65,A,C,463.24
24519901,M,1.81,46.4,AB,B,1045.33
73106454,F,1.64,76.49,O,B,548.49
87410171,F,1.54,57.56,A,B,490.91
54025656,M,1.83,50.86,O,C,887.09
27628763,F,1.69,42.59,A,A,485.56
32604071,M,1.65,78.52,B,B,980.48
53490734,F,1.63,75.99,AB,A,410.01
33701766,F,1.77,43.63,A,A,706.64
49872514,F,1.69,73.96,O,D,1133.88
71022771,F,1.51,64.62,AB,D,1238.17
62865633,M,1.77,69.14,O,D,332.09
31235681,M,1.77,64.18,O,A,389.51
34780230,F,1.74,68.72,AB,B,950.62
40643006,F,1.73,75.42,AB,D,1180.36
10364352,F,1.71,54.75,B,D,665.01
74594307,F,1.55,72.05,O,C,1258.32
62848461,M,1.79,43.67,A,D,619.3
30281147,F,1.82,54.98,O,D,488.08
28393768,M,1.74,60.42,AB,A,931.6
14014606,M,1.75,73.8,AB,B,666.87
173844,F,1.88,76.79,AB,C,1275.01
56835654,M,1.73,65.04,B,B,683.04
22033430,M,1.68,41.06,O,D,761.45
62671007,M,1.51,72.81,B,A,1291.14
77172806,F,1.5,64.76,A,B,1011.73
92131697,F,1.53,68.19,O,D,315.84
36340297,F,1.87,65.23,O,A,557.96
42964567,M,1.58,41.33,O,D,618.51
62800603,F,1.66,46.06,AB,B,596.96
2105865,M,1.6,64.65,O,D,553.24
82266840,F,1.52,46.31,B,B,971.69
82196567,M,1.82,75.86,AB,C,999.83
81410170,M,1.72,61.12,B,A,1277.08
23053321,M,1.83,65.35,AB,A,366.88
53346052,F,1.65,75.04,AB,A,614.0
64114287,M,1.82,63.52,A,C,712.56
22328090,F,1.9,43.01,A,B,883.76
76227107,M,1.61,51.05,AB,B,473.86
17485356,F,1.85,73.94,B,B,646.24
64552633,F,1.57,65.68,AB,D,721.44
74154340,M,1.77,40.02,O,A,1144.65
97531312,M,1.61,76.24,O,A,1162.88
31086412,M,1.72,79.57,O,B,740.85
37267363,F,1.76,79.61,A,D,1202.56
51270778,F,1.77,66.3,A,C,564.21
68496045,F,1.85,64.73,A,C,451.49
61259487,F,1.84,52.28,B,C,384.54
55152793,F,1.59,60.15,B,C,588.51
58083067,F,1.89,71.44,AB,C,483.61
19628644,F,1.68,47.61,AB,C,804.96
17742844,F,1.54,48.7,B,A,874.17
39698175,F,1.7,62.63,A,C,1277.21
84640010,F,1.77,78.45,AB,A,1262.08
37313126,F,1.76,60.58,AB,B,689.69
6013812,F,1.63,63.33,B,B,1081.07
50513736,M,1.62,41.88,O,D,1239.41
71335575,F,1.53,65.78,B,C,365.57
79729343,M,1.84,58.81,B,A,1474.17
50465336,M,1.74,56.86,O,C,655.3
51538618,M,1.71,64.59,B,B,349.76
11577890,M,1.53,54.47,B,A,1265.79
98405866,F,1.68,53.14,O,C,1340.44
93161603,F,1.74,75.8,B,D,346.71
57882756,M,1.8,54.14,A,D,946.75
75340814,F,1.57,56.83,O,D,1449.38
87732895,M,1.66,78.03,O,B,675.99
12422735,F,1.61,69.8,AB,D,1230.53
64943058,M,1.8,63.18,AB,D,1302.87
78102834,F,1.7,41.58,B,C,893.23
8854504,M,1.85,65.37,A,D,1419.34
8896854,M,1.6,69.69,O,B,1297.9
41020535,M,1.51,45.07,B,D,871.24
2247638,F,1.89,78.32,O,A,622.64
73176393,M,1.78,69.09,A,A,1005.09
44882364,F,1.57,71.31,B,A,692.3
33428775,M,1.88,77.16,O,A,1174.77
82396235,F,1.86,68.87,B,A,1445.64
61682202,M,1.63,53.75,B,B,1014.63
89754049,M,1.58,67.55,A,D,336.71
94560814,F,1.8,46.28,AB,D,714.65
78941188,M,1.81,55.61,AB,D,416.97
22777125,F,1.75,41.98,A,B,1084.5
24970142,F,1.64,75.97,AB,D,717.76
3337421,F,1.62,65.6,AB,C,1322.58
555802,F,1.87,46.89,B,D,1267.32
70701012,F,1.56,48.03,AB,C,1415.8
63600875,M,1.78,74.59,O,D,1310.15
37942472,M,1.71,51.97,A,B,721.49
80966296,F,1.9,69.95,O,A,1375.55
9269671,M,1.6,57.13,B,B,1014.78
85471910,M,1.8,41.16,AB,C,1399.06
46056634,F,1.84,47.91,AB,A,1344.42
88011695,M,1.72,72.03,AB,A,393.97
68367813,F,1.74,78.92,O,D,1073.46
4136596,F,1.66,50.68,B,C,652.49
43965042,F,1.64,60.16,O,C,832.84
63740383,F,1.77,66.23,B,C,1132.55
15777308,F,1.83,59.35,A,C,423.66
54072751,M,1.71,45.64,B,C,1204.98
35577852,F,1.65,71.26,A,B,1122.37
57252994,M,1.51,75.94,A,B,630.18
14591381,F,1.65,70.69,AB,D,1201.13
87273325,M,1.8,70.14,B,C,1436.37
62125992,F,1.55,55.32,B,D,988.54
15079634,F,1.88,55.66,O,A,377.88
71621209,F,1.75,51.98,AB,B,900.19
